ID,flag
1537885.0,1.0
1538213.0,1.0
1538281.0,1.0
1538455.0,1.0
1539014.0,1.0
1539040.0,1.0
1539261.0,1.0
1540121.0,1.0
1540157.0,1.0
1540298.0,1.0
1540401.0,1.0
1540450.0,1.0
1541192.0,1.0
1541304.0,1.0
1541635.0,1.0
1541753.0,1.0
1541964.0,1.0
1542048.0,1.0
1542054.0,1.0
1542451.0,1.0
1542814.0,1.0
1543414.0,1.0
1544161.0,1.0
1544918.0,1.0
1545061.0,1.0
1545334.0,1.0
1545377.0,1.0
1545707.0,1.0
1545939.0,1.0
1546004.0,1.0
1546073.0,1.0
1546378.0,1.0
1546451.0,1.0
1546842.0,1.0
1546993.0,1.0
1547119.0,1.0
1547367.0,1.0
1547959.0,1.0
1548171.0,1.0
1548787.0,1.0
1549108.0,1.0
1549305.0,1.0
1549370.0,1.0
1549444.0,1.0
1549743.0,1.0
1550356.0,1.0
1550498.0,1.0
1550675.0,1.0
1551048.0,1.0
1551161.0,1.0
1551170.0,1.0
1551450.0,1.0
1551595.0,1.0
1551959.0,1.0
1552038.0,1.0
1552042.0,1.0
1552089.0,1.0
1552308.0,1.0
1552313.0,1.0
1552435.0,1.0
1552477.0,1.0
1552738.0,1.0
1552935.0,1.0
1553081.0,1.0
1553278.0,1.0
1553506.0,1.0
1553510.0,1.0
1553588.0,1.0
1553599.0,1.0
1553630.0,1.0
1553676.0,1.0
1553682.0,1.0
1553971.0,1.0
1554140.0,1.0
1554488.0,1.0
1554541.0,1.0
1554718.0,1.0
1555145.0,1.0
1555201.0,1.0
1555208.0,1.0
1555330.0,1.0
1555555.0,1.0
1555556.0,1.0
1555605.0,1.0
1556127.0,1.0
1556264.0,1.0
1556614.0,1.0
1557033.0,1.0
1557259.0,1.0
1557402.0,1.0
1557417.0,1.0
1557691.0,1.0
1557753.0,1.0
1558244.0,1.0
1558322.0,1.0
1558325.0,1.0
1558751.0,1.0
1558909.0,1.0
1558974.0,1.0
1559038.0,1.0
1559164.0,1.0
1559550.0,1.0
1559704.0,1.0
1559765.0,1.0
1560251.0,1.0
1560256.0,1.0
1560384.0,1.0
1560684.0,1.0
1561109.0,1.0
1561246.0,1.0
1562471.0,1.0
1562480.0,1.0
1562655.0,1.0
1562919.0,1.0
1563002.0,1.0
1563147.0,1.0
1563373.0,1.0
1563492.0,1.0
1563733.0,1.0
1563909.0,1.0
1564383.0,1.0
1564440.0,1.0
1564467.0,1.0
1564563.0,1.0
1564588.0,1.0
1564932.0,1.0
1565909.0,1.0
1566228.0,1.0
1566443.0,1.0
1566752.0,1.0
1566918.0,1.0
1567283.0,1.0
1567328.0,1.0
1567526.0,1.0
1567703.0,1.0
1567764.0,1.0
1567890.0,1.0
1568096.0,1.0
1568295.0,1.0
1568565.0,1.0
1568675.0,1.0
1568890.0,1.0
1569986.0,1.0
1570119.0,1.0
1570228.0,1.0
1570283.0,1.0
1570686.0,1.0
1570793.0,1.0
1570852.0,1.0
1570871.0,1.0
1571190.0,1.0
1571610.0,1.0
1571615.0,1.0
1572071.0,1.0
1572486.0,1.0
1572541.0,1.0
1572855.0,1.0
1573104.0,1.0
1573243.0,1.0
1573512.0,1.0
1573808.0,1.0
1573812.0,1.0
1573998.0,1.0
1574021.0,1.0
1574052.0,1.0
1574078.0,1.0
1574095.0,1.0
1574118.0,1.0
1574508.0,1.0
1574913.0,1.0
1575204.0,1.0
1575284.0,1.0
1575397.0,1.0
1575579.0,1.0
1575834.0,1.0
1575959.0,1.0
1576112.0,1.0
1576281.0,1.0
1577100.0,1.0
1577162.0,1.0
1577364.0,1.0
1577548.0,1.0
1577627.0,1.0
1577889.0,1.0
1578227.0,1.0
1578270.0,1.0
1578643.0,1.0
1578863.0,1.0
1578865.0,1.0
1578999.0,1.0
1579021.0,1.0
1579058.0,1.0
1579546.0,1.0
1579738.0,1.0
1579937.0,1.0
1579963.0,1.0
1580067.0,1.0
1580320.0,1.0
1580341.0,1.0
1580514.0,1.0
1580543.0,1.0
1580623.0,1.0
1580748.0,1.0
1580775.0,1.0
1580902.0,1.0
1581162.0,1.0
1581588.0,1.0
1581637.0,1.0
1582094.0,1.0
1582327.0,1.0
1582766.0,1.0
1583126.0,1.0
1583305.0,1.0
1583326.0,1.0
1583416.0,1.0
1583666.0,1.0
1584130.0,1.0
1584220.0,1.0
1584557.0,1.0
1584642.0,1.0
1584759.0,1.0
1585038.0,1.0
1585083.0,1.0
1585305.0,1.0
1585323.0,1.0
1585704.0,1.0
1585733.0,1.0
1585963.0,1.0
1586149.0,1.0
1586426.0,1.0
1586577.0,1.0
1586593.0,1.0
1587017.0,1.0
1587048.0,1.0
1587686.0,1.0
1587790.0,1.0
1588374.0,1.0
1588546.0,1.0
1588715.0,1.0
1588794.0,1.0
1589037.0,1.0
1589372.0,1.0
1589482.0,1.0
1589560.0,1.0
1589638.0,1.0
1589679.0,1.0
1590326.0,1.0
1591157.0,1.0
1591292.0,1.0
1591570.0,1.0
1591744.0,1.0
1591886.0,1.0
1592122.0,1.0
1592493.0,1.0
1592826.0,1.0
1593111.0,1.0
1593142.0,1.0
1593332.0,1.0
1594316.0,1.0
1594818.0,1.0
1595403.0,1.0
1595413.0,1.0
1595520.0,1.0
1595861.0,1.0
1595948.0,1.0
1595986.0,1.0
1596086.0,1.0
1596206.0,1.0
1596342.0,1.0
1596767.0,1.0
1597473.0,1.0
1597926.0,1.0
1597970.0,1.0
1598073.0,1.0
1598086.0,1.0
1598291.0,1.0
1598515.0,1.0
1598614.0,1.0
1598673.0,1.0
1598683.0,1.0
1598742.0,1.0
1598821.0,1.0
1599467.0,1.0
1599673.0,1.0
1599756.0,1.0
1599962.0,1.0
1600364.0,1.0
1600795.0,1.0
1600864.0,1.0
1601285.0,1.0
1601296.0,1.0
1601763.0,1.0
1601850.0,1.0
1602115.0,1.0
1602157.0,1.0
1602301.0,1.0
1602636.0,1.0
1602657.0,1.0
1602767.0,1.0
1603294.0,1.0
1604469.0,1.0
1604597.0,1.0
1604726.0,1.0
1604747.0,1.0
1604903.0,1.0
1605152.0,1.0
1605400.0,1.0
1605484.0,1.0
1605526.0,1.0
1605853.0,1.0
1606308.0,1.0
1606581.0,1.0
1606714.0,1.0
1606805.0,1.0
1607109.0,1.0
1607335.0,1.0
1607490.0,1.0
1607659.0,1.0
1607717.0,1.0
1608550.0,1.0
1608624.0,1.0
1608682.0,1.0
1608910.0,1.0
1608999.0,1.0
1609290.0,1.0
1609337.0,1.0
1609358.0,1.0
1609359.0,1.0
1609374.0,1.0
1609544.0,1.0
1609876.0,1.0
1610028.0,1.0
1610226.0,1.0
1610448.0,1.0
1610545.0,1.0
1611112.0,1.0
1611156.0,1.0
1611327.0,1.0
1611636.0,1.0
1612041.0,1.0
1612283.0,1.0
1612351.0,1.0
1612564.0,1.0
1612906.0,1.0
1613028.0,1.0
1613267.0,1.0
1613414.0,1.0
1613835.0,1.0
1613843.0,1.0
1613969.0,1.0
1614427.0,1.0
1614727.0,1.0
1614877.0,1.0
1614956.0,1.0
1615426.0,1.0
1615517.0,1.0
1615575.0,1.0
1615742.0,1.0
1615743.0,1.0
1616280.0,1.0
1616377.0,1.0
1616388.0,1.0
1616530.0,1.0
1616897.0,1.0
1616902.0,1.0
1617273.0,1.0
1617408.0,1.0
1617538.0,1.0
1617765.0,1.0
1618072.0,1.0
1618149.0,1.0
1618406.0,1.0
1618560.0,1.0
1618739.0,1.0
1618853.0,1.0
1619701.0,1.0
1619727.0,1.0
1620759.0,1.0
1620870.0,1.0
1620885.0,1.0
1621155.0,1.0
1621322.0,1.0
1621379.0,1.0
1621426.0,1.0
1621883.0,1.0
1621981.0,1.0
1622204.0,1.0
1622237.0,1.0
1622401.0,1.0
1622579.0,1.0
1622803.0,1.0
1622835.0,1.0
1622940.0,1.0
1622999.0,1.0
1623058.0,1.0
1623234.0,1.0
1623364.0,1.0
1623686.0,1.0
1624077.0,1.0
1624210.0,1.0
1624377.0,1.0
1624596.0,1.0
1624639.0,1.0
1625102.0,1.0
1626485.0,1.0
1626491.0,1.0
1626522.0,1.0
1626851.0,1.0
1627004.0,1.0
1627376.0,1.0
1627519.0,1.0
1627804.0,1.0
1628053.0,1.0
1628357.0,1.0
1628603.0,1.0
1628782.0,1.0
1628855.0,1.0
1628870.0,1.0
1628891.0,1.0
1628959.0,1.0
1629041.0,1.0
1629120.0,1.0
1629154.0,1.0
1629341.0,1.0
1629695.0,1.0
1629885.0,1.0
1630031.0,1.0
1630092.0,1.0
1630623.0,1.0
1630780.0,1.0
1631303.0,1.0
1631737.0,1.0
1631880.0,1.0
1631894.0,1.0
1632077.0,1.0
1632150.0,1.0
1632392.0,1.0
1632618.0,1.0
1632699.0,1.0
1632820.0,1.0
1633229.0,1.0
1633267.0,1.0
1633526.0,1.0
1633806.0,1.0
1633998.0,1.0
1634555.0,1.0
1634804.0,1.0
1634838.0,1.0
1635213.0,1.0
1635286.0,1.0
1635342.0,1.0
1635510.0,1.0
1635616.0,1.0
1635653.0,1.0
1636188.0,1.0
1636272.0,1.0
1636390.0,1.0
1636439.0,1.0
1636498.0,1.0
1636949.0,1.0
1637547.0,1.0
1637583.0,1.0
1637815.0,1.0
1639429.0,1.0
1639947.0,1.0
1639997.0,1.0
1640001.0,1.0
1640207.0,1.0
1640213.0,1.0
1640286.0,1.0
1640344.0,1.0
1640432.0,1.0
1640442.0,1.0
1640605.0,1.0
1640660.0,1.0
1641174.0,1.0
1641388.0,1.0
1641444.0,1.0
1641614.0,1.0
1641640.0,1.0
1641777.0,1.0
1641922.0,1.0
1642240.0,1.0
1642407.0,1.0
1642413.0,1.0
1642541.0,1.0
1643125.0,1.0
1643142.0,1.0
1643870.0,1.0
1644155.0,1.0
1644437.0,1.0
1644550.0,1.0
1644599.0,1.0
1644604.0,1.0
1645473.0,1.0
1645790.0,1.0
1645803.0,1.0
1646133.0,1.0
1646178.0,1.0
1646219.0,1.0
1646397.0,1.0
1646701.0,1.0
1646791.0,1.0
1646822.0,1.0
1646984.0,1.0
1647075.0,1.0
1647562.0,1.0
1647630.0,1.0
1648300.0,1.0
1648645.0,1.0
1648751.0,1.0
1649184.0,1.0
1650152.0,1.0
1650501.0,1.0
1650760.0,1.0
1650913.0,1.0
1650939.0,1.0
1651040.0,1.0
1651050.0,1.0
1651227.0,1.0
1651314.0,1.0
1651707.0,1.0
1651987.0,1.0
1652374.0,1.0
1652376.0,1.0
1652620.0,1.0
1652712.0,1.0
1653015.0,1.0
1653042.0,1.0
1653678.0,1.0
1653682.0,1.0
1654023.0,1.0
1654067.0,1.0
1654156.0,1.0
1654195.0,1.0
1654408.0,1.0
1654492.0,1.0
1654655.0,1.0
1654662.0,1.0
1654736.0,1.0
1655290.0,1.0
1655453.0,1.0
1655782.0,1.0
1655879.0,1.0
1655958.0,1.0
1656036.0,1.0
1656141.0,1.0
1656394.0,1.0
1656882.0,1.0
1656983.0,1.0
1657046.0,1.0
1657325.0,1.0
1657578.0,1.0
1658631.0,1.0
1658933.0,1.0
1659413.0,1.0
1659482.0,1.0
1660617.0,1.0
1661151.0,1.0
1661463.0,1.0
1661464.0,1.0
1661504.0,1.0
1661588.0,1.0
1661927.0,1.0
1662067.0,1.0
1662401.0,1.0
1662427.0,1.0
1662509.0,1.0
1662646.0,1.0
1662745.0,1.0
1663353.0,1.0
1663859.0,1.0
1664441.0,1.0
1664506.0,1.0
1664708.0,1.0
1664793.0,1.0
1665089.0,1.0
1665271.0,1.0
1665604.0,1.0
1665627.0,1.0
1665850.0,1.0
1665998.0,1.0
1666032.0,1.0
1666279.0,1.0
1666316.0,1.0
1666620.0,1.0
1667412.0,1.0
1667972.0,1.0
1667976.0,1.0
1667986.0,1.0
1668086.0,1.0
1668172.0,1.0
1668500.0,1.0
1668537.0,1.0
1668592.0,1.0
1668877.0,1.0
1668897.0,1.0
1669043.0,1.0
1669057.0,1.0
1669088.0,1.0
1669432.0,1.0
1669468.0,1.0
1669472.0,1.0
1669695.0,1.0
1669713.0,1.0
1669785.0,1.0
1670257.0,1.0
1670330.0,1.0
1670426.0,1.0
1670623.0,1.0
1670781.0,1.0
1670880.0,1.0
1671014.0,1.0
1671253.0,1.0
1671302.0,1.0
1671778.0,1.0
1671788.0,1.0
1671803.0,1.0
1671885.0,1.0
1671933.0,1.0
1672070.0,1.0
1672121.0,1.0
1672294.0,1.0
1672339.0,1.0
1672372.0,1.0
1672446.0,1.0
1672731.0,1.0
1672846.0,1.0
1673017.0,1.0
1673168.0,1.0
1673789.0,1.0
1674162.0,1.0
1674163.0,1.0
1674245.0,1.0
1674840.0,1.0
1674885.0,1.0
1674914.0,1.0
1674956.0,1.0
1674963.0,1.0
1675064.0,1.0
1675172.0,1.0
1675297.0,1.0
1675324.0,1.0
1675360.0,1.0
1675425.0,1.0
1676107.0,1.0
1676133.0,1.0
1676616.0,1.0
1676840.0,1.0
1676951.0,1.0
1676991.0,1.0
1677460.0,1.0
1677807.0,1.0
1678408.0,1.0
1678825.0,1.0
1679165.0,1.0
1679324.0,1.0
1679396.0,1.0
1679800.0,1.0
1679860.0,1.0
1680004.0,1.0
1680063.0,1.0
1680171.0,1.0
1680587.0,1.0
1680634.0,1.0
1681149.0,1.0
1681176.0,1.0
1681406.0,1.0
1681854.0,1.0
1681930.0,1.0
1682247.0,1.0
1682593.0,1.0
1683275.0,1.0
1683416.0,1.0
1683604.0,1.0
1683613.0,1.0
1684689.0,1.0
1685081.0,1.0
1685339.0,1.0
1685428.0,1.0
1685500.0,1.0
1685532.0,1.0
1685598.0,1.0
1685642.0,1.0
1685901.0,1.0
1686244.0,1.0
1686602.0,1.0
1687142.0,1.0
1687164.0,1.0
1687566.0,1.0
1688216.0,1.0
1688510.0,1.0
1688630.0,1.0
1688735.0,1.0
1689046.0,1.0
1689074.0,1.0
1689150.0,1.0
1689713.0,1.0
1689852.0,1.0
1690112.0,1.0
1690220.0,1.0
1690458.0,1.0
1690483.0,1.0
1691311.0,1.0
1691602.0,1.0
1691666.0,1.0
1691736.0,1.0
1692197.0,1.0
1692738.0,1.0
1692828.0,1.0
1693304.0,1.0
1693320.0,1.0
1693453.0,1.0
1693730.0,1.0
1694172.0,1.0
1694300.0,1.0
1694345.0,1.0
1695407.0,1.0
1695942.0,1.0
1696559.0,1.0
1696973.0,1.0
1697369.0,1.0
1697601.0,1.0
1697892.0,1.0
1698598.0,1.0
1698919.0,1.0
1698959.0,1.0
1699128.0,1.0
1699411.0,1.0
1699558.0,1.0
1699580.0,1.0
1699624.0,1.0
1699632.0,1.0
1699818.0,1.0
1700027.0,1.0
1700090.0,1.0
1700100.0,1.0
1700161.0,1.0
1700197.0,1.0
1700325.0,1.0
1700331.0,1.0
1700653.0,1.0
1700670.0,1.0
1700712.0,1.0
1700777.0,1.0
1700934.0,1.0
1700968.0,1.0
1701028.0,1.0
1701283.0,1.0
1701380.0,1.0
1701571.0,1.0
1701573.0,1.0
1702233.0,1.0
1702466.0,1.0
1702877.0,1.0
1703218.0,1.0
1703226.0,1.0
1703540.0,1.0
1703577.0,1.0
1703683.0,1.0
1703940.0,1.0
1703999.0,1.0
1704237.0,1.0
1704478.0,1.0
1706026.0,1.0
1706399.0,1.0
1706582.0,1.0
1706603.0,1.0
1707082.0,1.0
1707182.0,1.0
1707384.0,1.0
1707518.0,1.0
1707712.0,1.0
1707869.0,1.0
1707939.0,1.0
1708099.0,1.0
1708298.0,1.0
1708455.0,1.0
1708473.0,1.0
1709038.0,1.0
1709046.0,1.0
1709049.0,1.0
1709141.0,1.0
1709187.0,1.0
1709196.0,1.0
1709677.0,1.0
1709977.0,1.0
1710069.0,1.0
1710319.0,1.0
1710364.0,1.0
1710373.0,1.0
1710388.0,1.0
1710760.0,1.0
1710780.0,1.0
1710857.0,1.0
1711095.0,1.0
1711173.0,1.0
1711223.0,1.0
1711347.0,1.0
1711421.0,1.0
1711453.0,1.0
1711458.0,1.0
1711509.0,1.0
1711902.0,1.0
1711903.0,1.0
1712276.0,1.0
1713042.0,1.0
1713325.0,1.0
1713384.0,1.0
1713387.0,1.0
1713587.0,1.0
1714528.0,1.0
1714551.0,1.0
1714727.0,1.0
1714784.0,1.0
1715077.0,1.0
1715301.0,1.0
1715305.0,1.0
1715574.0,1.0
1715803.0,1.0
1715889.0,1.0
1715903.0,1.0
1716366.0,1.0
1717972.0,1.0
1717983.0,1.0
1718152.0,1.0
1718256.0,1.0
1718389.0,1.0
1718546.0,1.0
1718743.0,1.0
1718881.0,1.0
1718941.0,1.0
1719238.0,1.0
1719437.0,1.0
1719442.0,1.0
1719467.0,1.0
1719533.0,1.0
1719627.0,1.0
1719798.0,1.0
1720047.0,1.0
1720484.0,1.0
1720624.0,1.0
1720628.0,1.0
1721032.0,1.0
1721049.0,1.0
1721356.0,1.0
1721658.0,1.0
1721751.0,1.0
1721886.0,1.0
1722064.0,1.0
1722115.0,1.0
1722154.0,1.0
1722718.0,1.0
1723372.0,1.0
1723822.0,1.0
1724006.0,1.0
1724243.0,1.0
1724596.0,1.0
1724803.0,1.0
1725027.0,1.0
1725035.0,1.0
1725231.0,1.0
1725377.0,1.0
1725460.0,1.0
1725602.0,1.0
1725914.0,1.0
1726030.0,1.0
1726682.0,1.0
1726837.0,1.0
1727313.0,1.0
1727497.0,1.0
1728074.0,1.0
1728098.0,1.0
1728137.0,1.0
1728264.0,1.0
1728403.0,1.0
1728452.0,1.0
1728880.0,1.0
1729047.0,1.0
1729930.0,1.0
1730094.0,1.0
1730344.0,1.0
1730609.0,1.0
1731032.0,1.0
1731620.0,1.0
1731884.0,1.0
1731891.0,1.0
1732055.0,1.0
1732365.0,1.0
1732608.0,1.0
1732761.0,1.0
1733150.0,1.0
1733231.0,1.0
1733366.0,1.0
1733412.0,1.0
1733641.0,1.0
1733776.0,1.0
1734047.0,1.0
1734057.0,1.0
1734338.0,1.0
1735479.0,1.0
1735529.0,1.0
1735770.0,1.0
1735841.0,1.0
1736325.0,1.0
1737205.0,1.0
1737250.0,1.0
1737456.0,1.0
1737641.0,1.0
1738072.0,1.0
1738132.0,1.0
1738193.0,1.0
1738210.0,1.0
1738307.0,1.0
1738504.0,1.0
1738524.0,1.0
1738951.0,1.0
1739051.0,1.0
1739572.0,1.0
1739768.0,1.0
1739828.0,1.0
1739865.0,1.0
1740444.0,1.0
1740489.0,1.0
1740666.0,1.0
1740946.0,1.0
1741036.0,1.0
1741052.0,1.0
1741595.0,1.0
1742074.0,1.0
1742247.0,1.0
1742313.0,1.0
1742432.0,1.0
1742696.0,1.0
1743090.0,1.0
1743700.0,1.0
1743844.0,1.0
1743894.0,1.0
1744353.0,1.0
1744492.0,1.0
1744518.0,1.0
1744702.0,1.0
1744721.0,1.0
1744852.0,1.0
1745031.0,1.0
1745205.0,1.0
1745443.0,1.0
1745722.0,1.0
1745860.0,1.0
1746520.0,1.0
1746757.0,1.0
1746892.0,1.0
1746905.0,1.0
1747030.0,1.0
1747041.0,1.0
1747512.0,1.0
1748099.0,1.0
1748212.0,1.0
1748330.0,1.0
1748500.0,1.0
1748837.0,1.0
1749733.0,1.0
1749830.0,1.0
1749953.0,1.0
1750038.0,1.0
1750417.0,1.0
1750612.0,1.0
1750693.0,1.0
1750794.0,1.0
1751013.0,1.0
1751356.0,1.0
1751487.0,1.0
1751817.0,1.0
1752013.0,1.0
1752023.0,1.0
1752224.0,1.0
1752636.0,1.0
1753084.0,1.0
1753312.0,1.0
1753885.0,1.0
1753894.0,1.0
1753958.0,1.0
1754013.0,1.0
1754237.0,1.0
1754353.0,1.0
1754531.0,1.0
1754581.0,1.0
1754616.0,1.0
1754767.0,1.0
1754775.0,1.0
1754897.0,1.0
1755371.0,1.0
1755575.0,1.0
1755581.0,1.0
1756003.0,1.0
1756105.0,1.0
1756280.0,1.0
1756414.0,1.0
1756744.0,1.0
1756906.0,1.0
1756934.0,1.0
1757058.0,1.0
1757125.0,1.0
1757231.0,1.0
1757337.0,1.0
1757415.0,1.0
1757830.0,1.0
1758026.0,1.0
1758324.0,1.0
1758542.0,1.0
1758693.0,1.0
1759024.0,1.0
1759062.0,1.0
1759857.0,1.0
1759990.0,1.0
1760360.0,1.0
1760617.0,1.0
1760708.0,1.0
1760931.0,1.0
1761516.0,1.0
1761655.0,1.0
1761663.0,1.0
1761989.0,1.0
1762085.0,1.0
1762194.0,1.0
1762298.0,1.0
1762392.0,1.0
1762963.0,1.0
1763347.0,1.0
1763405.0,1.0
1763525.0,1.0
1763730.0,1.0
1764604.0,1.0
1764879.0,1.0
1764911.0,1.0
1765433.0,1.0
1765704.0,1.0
1765819.0,1.0
1766261.0,1.0
1766331.0,1.0
1766347.0,1.0
1767558.0,1.0
1768353.0,1.0
1768988.0,1.0
1769182.0,1.0
1769328.0,1.0
1769343.0,1.0
1769359.0,1.0
1769391.0,1.0
1769621.0,1.0
1769622.0,1.0
1769890.0,1.0
1769972.0,1.0
1770100.0,1.0
1770237.0,1.0
1770268.0,1.0
1770416.0,1.0
1771420.0,1.0
1772385.0,1.0
1772526.0,1.0
1772634.0,1.0
1772745.0,1.0
1772834.0,1.0
1772863.0,1.0
1773002.0,1.0
1773155.0,1.0
1773168.0,1.0
1773396.0,1.0
1773760.0,1.0
1773939.0,1.0
1773945.0,1.0
1773948.0,1.0
1773977.0,1.0
1774471.0,1.0
1774659.0,1.0
1774792.0,1.0
1774890.0,1.0
1774986.0,1.0
1775053.0,1.0
1775148.0,1.0
1775150.0,1.0
1775398.0,1.0
1775441.0,1.0
1775840.0,1.0
1776023.0,1.0
1776697.0,1.0
1776890.0,1.0
1777207.0,1.0
1777213.0,1.0
1777337.0,1.0
1777525.0,1.0
1777760.0,1.0
1777929.0,1.0
1777932.0,1.0
1778166.0,1.0
1778249.0,1.0
1778269.0,1.0
1778314.0,1.0
1778334.0,1.0
1778483.0,1.0
1778861.0,1.0
1778949.0,1.0
1778985.0,1.0
1779110.0,1.0
1779260.0,1.0
1779447.0,1.0
1780082.0,1.0
1780485.0,1.0
1780630.0,1.0
1780656.0,1.0
1780759.0,1.0
1780779.0,1.0
1781757.0,1.0
1782142.0,1.0
1782294.0,1.0
1782582.0,1.0
1782701.0,1.0
1782758.0,1.0
1783094.0,1.0
1783098.0,1.0
1783138.0,1.0
1783302.0,1.0
1783596.0,1.0
1783866.0,1.0
1784291.0,1.0
1784294.0,1.0
1784368.0,1.0
1784581.0,1.0
1785321.0,1.0
1785412.0,1.0
1785431.0,1.0
1785492.0,1.0
1785509.0,1.0
1785577.0,1.0
1785617.0,1.0
1786213.0,1.0
1786216.0,1.0
1786582.0,1.0
1786605.0,1.0
1786621.0,1.0
1786626.0,1.0
1786675.0,1.0
1786681.0,1.0
1786982.0,1.0
1786991.0,1.0
1787123.0,1.0
1787346.0,1.0
1787400.0,1.0
1787541.0,1.0
1787738.0,1.0
1787828.0,1.0
1788086.0,1.0
1788185.0,1.0
1788239.0,1.0
1788609.0,1.0
1788646.0,1.0
1789148.0,1.0
1789181.0,1.0
1789421.0,1.0
1789856.0,1.0
1790161.0,1.0
1790246.0,1.0
1790588.0,1.0
1790612.0,1.0
1790625.0,1.0
1790647.0,1.0
1790739.0,1.0
1791467.0,1.0
1791801.0,1.0
1792078.0,1.0
1792226.0,1.0
1792612.0,1.0
1792882.0,1.0
1793008.0,1.0
1793232.0,1.0
1793863.0,1.0
1793950.0,1.0
1794983.0,1.0
1795028.0,1.0
1795290.0,1.0
1795486.0,1.0
1795573.0,1.0
1795594.0,1.0
1796087.0,1.0
1796264.0,1.0
1797130.0,1.0
1797189.0,1.0
1797304.0,1.0
1797482.0,1.0
1798450.0,1.0
1798501.0,1.0
1798505.0,1.0
1798786.0,1.0
1798851.0,1.0
1798972.0,1.0
1798974.0,1.0
1799452.0,1.0
1799490.0,1.0
1799593.0,1.0
1799752.0,1.0
1799886.0,1.0
1799968.0,1.0
1800377.0,1.0
1800472.0,1.0
1800569.0,1.0
1800630.0,1.0
1801379.0,1.0
1801395.0,1.0
1801881.0,1.0
1801968.0,1.0
1802054.0,1.0
1802112.0,1.0
1802142.0,1.0
1802653.0,1.0
1802892.0,1.0
1803097.0,1.0
1803165.0,1.0
1803223.0,1.0
